8.501094296233284240e+02	7.547882408174547209e+02	2.541606430750252343e+02
6.908343685708665305e+01	-7.703223072637742916e+02	7.503584830609122491e+01
-4.142650558561092566e+02	6.874366840492028814e+02	-8.101636363753115688e+01
-9.689343887292717739e+01	4.170426226523396167e+02	-1.299992757792104783e+02
6.414511990120318785e+01	-1.178282878356970741e+03	9.614869217458546302e+01
6.934870028417797130e+02	-4.137707836115459941e+02	7.902623200626548794e+01
8.088819585436182251e+02	3.776756413380718413e+01	-8.338817179466273899e+01
7.863026570143232448e+02	-7.931002446580190224e+01	-5.832363318940876695e+01
-7.300438544258257423e+01	1.164758251970812580e+03	1.373747003837521561e+02
3.993338645105292244e+02	-6.895389420322671867e+02	-1.085673779611298073e+02
1.805883211389013638e+02	-1.624928213842311209e+02	4.706487574759294148e+02
7.906568759254645329e+02	6.430405496825788987e+02	2.686299664694018929e+02
3.083224991264077985e+01	8.386213329621486992e+02	3.913864232833453229e+02
1.748563157442786746e+02	7.780515516751130463e+02	3.019101528948025859e+01
3.260861919364717920e+00	1.181985585252001101e+03	6.312819942530754957e+00
4.627554225691282568e+02	-6.681486400464513054e+02	-7.919084317069975043e+01
7.411531555202861909e+02	5.955429387361687077e+02	2.882061389043751092e+02
2.237784797375405503e+02	-1.049466867264863623e+02	4.765520656778068656e+02
-1.265484373751509750e+01	1.185250883914362248e+03	2.627685324314492732e+01
-6.352078997456580822e+01	-8.053930357616712854e+02	7.482606771621948383e+01
1.207688091742610048e+01	-3.963011069633876673e+02	1.037927193308224538e+01
6.397138918206049993e+02	-4.776023065275127237e+02	5.110789571168009360e+01
-6.633094716071974517e+02	-4.430883976523064689e+02	7.276277526713057853e+01
-7.784154581637451997e+01	-4.452503475571469380e+02	1.575464905830284295e+02
-8.118758897149870535e+00	-7.729730429556407216e+02	4.101853055300067012e+02
5.131066447665435817e+02	-6.248408899743567417e+02	-3.973685351604459015e+01
-8.120158981823618660e+01	-1.655170091030012145e+02	3.740556152160936563e+02
1.229898367949514153e+02	-2.075322488862186674e+02	4.791690403353044303e+02
1.499818920016452921e+02	-1.775219281966047333e+02	4.788516342651001878e+02
3.853171063037333965e+02	1.062928127509194098e+02	4.065027188558573243e+02
-3.400440030452199380e+01	4.166130232453829763e+02	-5.393577407138970159e+01
-7.312562495679597419e+01	-6.851530942445350547e+02	-3.857507519838183043e+02
7.867916538500484194e+02	-8.314407299909264282e+01	-6.361064155631454753e+01
-4.455595578432021284e+02	6.556238438262482759e+02	-6.431614332386045874e+01
-2.132968110847291427e+02	-7.681576651010741443e+02	1.196199843817023378e+00
-2.338512604386495752e+01	1.115317873618656904e+03	2.596356451386391768e+02
7.512623119470016491e+02	2.550931743430602125e+02	1.403616765300077240e+01
-2.085732260537007505e+02	-1.365691772653136695e+02	4.670259428760869014e+02
-1.128340901996272265e+02	7.900637517614203489e+02	4.690376771434625169e+01
-7.089044917723676065e+01	8.026419353788938906e+02	5.620276997062950386e+01
7.165588428603905413e+01	-1.159875107813613340e+03	1.787286360963223331e+02
7.116260334717200919e+01	-4.080206899493693413e+02	-1.193539584369662805e+02
6.707531725864961345e+02	-4.071558476951138346e+02	7.684838302783964537e+01
1.014170017681067975e+03	9.211325851001645333e+02	1.908441729733164891e+02
-8.048888260256464946e+02	2.848430456221833040e+01	-7.574904225096815935e+01
-1.511386126235732519e+01	-4.005858490154609513e+02	-1.952038650498654704e+01
6.467744680134485407e+02	4.556745673183074814e+02	3.280413427778077562e+02
-5.593519310867263812e+02	5.666820397380030272e+02	-5.770466242743344409e+00
2.115604443968766191e+02	7.647300107929909245e+02	-7.478734750580316337e+00
-1.125723447030003541e+02	-2.652740532613442497e+02	5.097145748676496169e+02
-6.241906282557605437e+02	-4.869556085220835371e+02	4.470289764144435907e+01
-6.175647547388771130e+01	4.880003591006713748e+01	-4.032573461306688500e+02
-1.628938115562844473e+02	-1.732895217981914016e+02	4.822496341511753712e+02
-3.392402976258109106e+02	7.415676536464079049e+01	4.163898770250842745e+02
-7.732953922193056542e+02	1.995183310045217695e+02	-3.905493053722212782e+00
-7.551366191249624649e+01	1.194270488798122415e+03	9.539538327261612949e+01
6.270148658892927784e+01	9.368682270643429320e+02	3.863013592207415172e+02
7.449262566397287628e+02	2.087139027364323169e+02	6.723303871182089608e+00
6.655458520979614150e+02	-4.413404618408453075e+02	7.805579544554643689e+01
7.440726168254222728e+00	1.073426731643556423e+03	-2.935390272153997557e+02
-7.494787159023576351e+01	6.916721916283369183e+02	3.930963648460694913e+02
3.913387038699242453e+02	7.087783269581904051e+02	-8.648399148559030891e+01
-5.723609336625472110e+01	-9.260275330561950113e+02	3.726593034386045247e+02
-8.228589185542662108e+02	7.076426020766070906e+02	2.574826134428874980e+02
2.395382194605093673e+01	1.209805868427354881e+03	-1.548777964539046970e+01
-2.614191464534064480e+01	2.736709303949751870e+02	-2.806192460147883025e+02
1.373578228239527022e-01	-3.906186488681218094e-01	-4.017128520149963151e+02
-6.987821036529335288e+02	3.832417046527054936e+02	7.539673560661618978e+01
-7.544859409500143101e+02	-2.825459357776198317e+02	4.671090010669310288e+01
-6.526238178522139606e+02	4.589236662543397642e+02	5.782600503911001510e+01
-3.111638126606979995e+02	3.674609754469086198e+01	4.294674363888844368e+02
-6.051712226806917272e+01	-4.071661008120076986e+02	6.662615046437318256e+01
