Extraction,Colour,box_label,box_prob,P(E_b),P(E_w)
0,-,P(H_0),0.16666666666666666,0.5,0.5
0,-,P(H_1),0.16666666666666666,0.5,0.5
0,-,P(H_2),0.16666666666666666,0.5,0.5
0,-,P(H_3),0.16666666666666666,0.5,0.5
0,-,P(H_4),0.16666666666666666,0.5,0.5
0,-,P(H_5),0.16666666666666666,0.5,0.5
1,B,P(H_0),0.3333333333333333,0.7333333333333333,0.2666666666666667
1,B,P(H_1),0.26666666666666666,0.7333333333333333,0.2666666666666667
1,B,P(H_2),0.19999999999999998,0.7333333333333333,0.2666666666666667
1,B,P(H_3),0.13333333333333333,0.7333333333333333,0.2666666666666667
1,B,P(H_4),0.06666666666666665,0.7333333333333333,0.2666666666666667
1,B,P(H_5),0,0.7333333333333333,0.2666666666666667
2,W,P(H_0),0,0.5,0.5
2,W,P(H_1),0.2,0.5,0.5
2,W,P(H_2),0.3,0.5,0.5
2,W,P(H_3),0.3,0.5,0.5
2,W,P(H_4),0.19999999999999996,0.5,0.5
2,W,P(H_5),0,0.5,0.5
3,B,P(H_0),0,0.5840000000000001,0.4159999999999999
3,B,P(H_1),0.32000000000000006,0.5840000000000001,0.4159999999999999
3,B,P(H_2),0.36,0.5840000000000001,0.4159999999999999
3,B,P(H_3),0.24,0.5840000000000001,0.4159999999999999
3,B,P(H_4),0.07999999999999996,0.5840000000000001,0.4159999999999999
3,B,P(H_5),0,0.5840000000000001,0.4159999999999999
4,B,P(H_0),0,0.6438356164383562,0.3561643835616438
4,B,P(H_1),0.4383561643835617,0.6438356164383562,0.3561643835616438
4,B,P(H_2),0.36986301369863006,0.6438356164383562,0.3561643835616438
4,B,P(H_3),0.1643835616438356,0.6438356164383562,0.3561643835616438
4,B,P(H_4),0.02739726027397258,0.6438356164383562,0.3561643835616438
4,B,P(H_5),0,0.6438356164383562,0.3561643835616438
5,B,P(H_0),0,0.6851063829787234,0.3148936170212766
5,B,P(H_1),0.5446808510638299,0.6851063829787234,0.3148936170212766
5,B,P(H_2),0.3446808510638297,0.6851063829787234,0.3148936170212766
5,B,P(H_3),0.10212765957446807,0.6851063829787234,0.3148936170212766
5,B,P(H_4),0.00851063829787233,0.6851063829787234,0.3148936170212766
5,B,P(H_5),0,0.6851063829787234,0.3148936170212766
6,B,P(H_0),0,0.7142857142857144,0.2857142857142856
6,B,P(H_1),0.636024844720497,0.7142857142857144,0.2857142857142856
6,B,P(H_2),0.301863354037267,0.7142857142857144,0.2857142857142856
6,B,P(H_3),0.05962732919254658,0.7142857142857144,0.2857142857142856
6,B,P(H_4),0.0024844720496894376,0.7142857142857144,0.2857142857142856
6,B,P(H_5),0,0.7142857142857144,0.2857142857142856
7,B,P(H_0),0,0.7355130434782609,0.26448695652173915
7,B,P(H_1),0.7123478260869566,0.7355130434782609,0.26448695652173915
7,B,P(H_2),0.2535652173913042,0.7355130434782609,0.26448695652173915
7,B,P(H_3),0.033391304347826084,0.7355130434782609,0.26448695652173915
7,B,P(H_4),6.956521739130423e-4,0.7355130434782609,0.26448695652173915
7,B,P(H_5),0,0.7355130434782609,0.26448695652173915
8,B,P(H_0),0,0.7512531920930674,0.2487468079069326
8,B,P(H_1),0.774803745389199,0.7512531920930674,0.2487468079069326
8,B,P(H_2),0.20684763075758997,0.7512531920930674,0.2487468079069326
8,B,P(H_3),0.01815946278255935,0.7512531920930674,0.2487468079069326
8,B,P(H_4),1.8916107065165954e-4,0.7512531920930674,0.2487468079069326
8,B,P(H_5),0,0.7512531920930674,0.2487468079069326
9,B,P(H_0),0,0.7630618154349742,0.2369381845650258
9,B,P(H_1),0.8250786856351505,0.7630618154349742,0.2369381845650258
9,B,P(H_2),0.16520206471106622,0.7630618154349742,0.2369381845650258
9,B,P(H_3),0.009668890847286917,0.7630618154349742,0.2369381845650258
9,B,P(H_4),5.035880649628593e-5,0.7630618154349742,0.2369381845650258
9,B,P(H_5),0,0.7630618154349742,0.2369381845650258
10,B,P(H_0),0,0.7719848209866358,0.2280151790133642
10,B,P(H_1),0.8650189737667052,0.7719848209866358,0.2280151790133642
10,B,P(H_2),0.12989935654182466,0.7719848209866358,0.2280151790133642
10,B,P(H_3),0.005068470549414287,0.7719848209866358,0.2280151790133642
10,B,P(H_4),1.3199142055766342e-5,0.7719848209866358,0.2280151790133642
10,B,P(H_5),0,0.7719848209866358,0.2280151790133642
11,B,P(H_0),0,0.7787554605684978,0.22124453943150224
11,B,P(H_1),0.8964103440906178,0.7787554605684978,0.22124453943150224
11,B,P(H_2),0.1009600341953408,0.7787554605684978,0.22124453943150224
11,B,P(H_3),0.002626202179952981,0.7787554605684978,0.22124453943150224
11,B,P(H_4),3.419534088480436e-6,0.7787554605684978,0.22124453943150224
11,B,P(H_5),0,0.7787554605684978,0.22124453943150224
12,B,P(H_0),0,0.7839027686725012,0.2160972313274988
12,B,P(H_1),0.9208645224124463,0.7839027686725012,0.2160972313274988
12,B,P(H_2),0.07778567674245712,0.7839027686725012,0.2160972313274988
12,B,P(H_3),0.0013489226402526064,0.7839027686725012,0.2160972313274988
12,B,P(H_4),8.782048439144549e-7,0.7839027686725012,0.2160972313274988
12,B,P(H_5),0,0.7839027686725012,0.2160972313274988
13,W,P(H_0),0,0.7697033734714529,0.2302966265285471
13,W,P(H_1),0.8522686910475604,0.7697033734714529,0.2302966265285471
13,W,P(H_2),0.14398273640918924,0.7697033734714529,0.2302966265285471
13,W,P(H_3),0.0037453213962050976,0.7697033734714529,0.2302966265285471
13,W,P(H_4),3.251147045316916e-6,0.7697033734714529,0.2302966265285471
13,W,P(H_5),0,0.7697033734714529,0.2302966265285471
14,B,P(H_0),0,0.7767734291594552,0.22322657084054476
14,B,P(H_1),0.8858152066593946,0.7767734291594552,0.22322657084054476
14,B,P(H_2),0.11223757725769871,0.7767734291594552,0.22322657084054476
14,B,P(H_3),0.001946371303694958,0.7767734291594552,0.22322657084054476
14,B,P(H_4),8.447792116731563e-7,0.7767734291594552,0.22322657084054476
14,B,P(H_5),0,0.7767734291594552,0.22322657084054476
15,B,P(H_0),0,0.7822599106306561,0.21774008936934386
15,B,P(H_1),0.9123022733853636,0.7822599106306561,0.21774008936934386
15,B,P(H_2),0.08669522389236517,0.7822599106306561,0.21774008936934386
15,B,P(H_3),0.0010022852124595054,0.7822599106306561,0.21774008936934386
15,B,P(H_4),2.175098117316628e-7,0.7822599106306561,0.21774008936934386
15,B,P(H_5),0,0.7822599106306561,0.21774008936934386
16,B,P(H_0),0,0.7864957689142754,0.21350423108572458
16,B,P(H_1),0.9329914633103135,0.7864957689142754,0.21350423108572458
16,B,P(H_2),0.06649597356137427,0.7864957689142754,0.21350423108572458
