Extraction,Colour,box_label,box_prob,P(E_b),P(E_w)
0,-,P(H_0),0.16666666666666666,0.5,0.5
0,-,P(H_1),0.16666666666666666,0.5,0.5
0,-,P(H_2),0.16666666666666666,0.5,0.5
0,-,P(H_3),0.16666666666666666,0.5,0.5
0,-,P(H_4),0.16666666666666666,0.5,0.5
0,-,P(H_5),0.16666666666666666,0.5,0.5
1,B,P(H_0),0.3333333333333333,0.7333333333333333,0.2666666666666667
1,B,P(H_1),0.26666666666666666,0.7333333333333333,0.2666666666666667
1,B,P(H_2),0.19999999999999998,0.7333333333333333,0.2666666666666667
1,B,P(H_3),0.13333333333333333,0.7333333333333333,0.2666666666666667
1,B,P(H_4),0.06666666666666665,0.7333333333333333,0.2666666666666667
1,B,P(H_5),0,0.7333333333333333,0.2666666666666667
2,B,P(H_0),0.45454545454545453,0.8181818181818182,0.18181818181818177
2,B,P(H_1),0.29090909090909095,0.8181818181818182,0.18181818181818177
2,B,P(H_2),0.16363636363636364,0.8181818181818182,0.18181818181818177
2,B,P(H_3),0.07272727272727274,0.8181818181818182,0.18181818181818177
2,B,P(H_4),0.018181818181818174,0.8181818181818182,0.18181818181818177
2,B,P(H_5),0,0.8181818181818182,0.18181818181818177
3,B,P(H_0),0.5555555555555555,0.8702222222222222,0.12977777777777777
3,B,P(H_1),0.2844444444444445,0.8702222222222222,0.12977777777777777
3,B,P(H_2),0.11999999999999998,0.8702222222222222,0.12977777777777777
3,B,P(H_3),0.03555555555555556,0.8702222222222222,0.12977777777777777
3,B,P(H_4),0.004444444444444442,0.8702222222222222,0.12977777777777777
3,B,P(H_5),0,0.8702222222222222,0.12977777777777777
4,B,P(H_0),0.6384065372829417,0.9039836567926456,0.09601634320735442
4,B,P(H_1),0.261491317671093,0.9039836567926456,0.09601634320735442
4,B,P(H_2),0.08273748723186923,0.9039836567926456,0.09601634320735442
4,B,P(H_3),0.016343207354443313,0.9039836567926456,0.09601634320735442
4,B,P(H_4),0.001021450459652706,0.9039836567926456,0.09601634320735442
4,B,P(H_5),0,0.9039836567926456,0.09601634320735442
5,B,P(H_0),0.7062146892655367,0.9272316384180791,0.0727683615819209
5,B,P(H_1),0.23141242937853113,0.9272316384180791,0.0727683615819209
5,B,P(H_2),0.054915254237288116,0.9272316384180791,0.0727683615819209
5,B,P(H_3),0.007231638418079098,0.9272316384180791,0.0727683615819209
5,B,P(H_4),2.259887005649715e-4,0.9272316384180791,0.0727683615819209
5,B,P(H_5),0,0.9272316384180791,0.0727683615819209
6,B,P(H_0),0.7616378259809894,0.943943456007799,0.05605654399220095
6,B,P(H_1),0.19965878625396058,0.943943456007799,0.05605654399220095
6,B,P(H_2),0.035534974408969036,0.943943456007799,0.05605654399220095
6,B,P(H_3),0.003119668535218134,0.943943456007799,0.05605654399220095
6,B,P(H_4),4.874482086278326e-5,0.943943456007799,0.05605654399220095
6,B,P(H_5),0,0.943943456007799,0.05605654399220095
7,B,P(H_0),0.8068680609346759,0.9563211980376969,0.043678801962303115
7,B,P(H_1),0.16921249677252787,0.9563211980376969,0.043678801962303115
7,B,P(H_2),0.02258714175058094,0.9563211980376969,0.043678801962303115
7,B,P(H_3),0.001321972631035374,0.9563211980376969,0.043678801962303115
7,B,P(H_4),1.0327911179963837e-5,0.9563211980376969,0.043678801962303115
7,B,P(H_5),0,0.9563211980376969,0.043678801962303115
8,B,P(H_0),0.8437207735124055,0.9656874285874738,0.034312571412526194
8,B,P(H_1),0.14155285660904715,0.9656874285874738,0.034312571412526194
8,B,P(H_2),0.014171269107238121,0.9656874285874738,0.034312571412526194
8,B,P(H_3),5.529408461290904e-4,0.9656874285874738,0.034312571412526194
8,B,P(H_4),2.1599251801917544e-6,0.9656874285874738,0.034312571412526194
8,B,P(H_5),0,0.9656874285874738,0.034312571412526194
9,B,P(H_0),0.8736996553289806,0.9728870727119413,0.027112927288058697
9,B,P(H_1),0.11726598269263896,0.9728870727119413,0.027112927288058697
9,B,P(H_2),0.008804879521710244,0.9728870727119413,0.027112927288058697
9,B,P(H_3),2.2903512244656048e-4,0.9728870727119413,0.027112927288058697
9,B,P(H_4),4.473342235284372e-7,0.9728870727119413,0.027112927288058697
9,B,P(H_5),0,0.9728870727119413,0.027112927288058697
10,B,P(H_0),0.8980483756388357,0.9784859220499758,0.021514077950024246
10,B,P(H_1),0.09642721008986813,0.9784859220499758,0.021514077950024246
10,B,P(H_2),0.005430155113789193,0.9784859220499758,0.021514077950024246
10,B,P(H_3),9.416719735338684e-5,0.9784859220499758,0.021514077950024246
10,B,P(H_4),9.196015366541657e-8,0.9784859220499758,0.021514077950024246
10,B,P(H_5),0,0.9784859220499758,0.021514077950024246
11,B,P(H_0),0.9177938643791426,0.9828774177480482,0.017122582251951846
11,B,P(H_1),0.0788378926395576,0.9828774177480482,0.017122582251951846
11,B,P(H_2),0.0033297291201161605,0.9828774177480482,0.017122582251951846
11,B,P(H_3),3.849506476540898e-5,0.9828774177480482,0.017122582251951846
11,B,P(H_4),1.8796418342484795e-8,0.9828774177480482,0.017122582251951846
11,B,P(H_5),0,0.9828774177480482,0.017122582251951846
12,B,P(H_0),0.9337826343410922,0.9863437297553534,0.013656270244646551
12,B,P(H_1),0.06416905401708353,0.9863437297553534,0.013656270244646551
12,B,P(H_2),0.0020326415440972355,0.9863437297553534,0.013656270244646551
12,B,P(H_3),1.5666272953389534e-5,0.9863437297553534,0.013656270244646551
12,B,P(H_4),3.8247736702611035e-9,0.9863437297553534,0.013656270244646551
12,B,P(H_5),0,0.9863437297553534,0.013656270244646551
13,B,P(H_0),0.9467111780319238,0.9890923997322335,0.010907600267766493
13,B,P(H_1),0.052045997419580804,0.9890923997322335,0.010907600267766493
13,B,P(H_2),0.0012364705017801853,0.9890923997322335,0.010907600267766493
13,B,P(H_3),6.353271169382422e-6,0.9890923997322335,0.010907600267766493
13,B,P(H_4),7.755457970437497e-10,0.9890923997322335,0.010907600267766493
13,B,P(H_5),0,0.9890923997322335,0.010907600267766493
14,W,P(H_0),0,0.7907914852928859,0.20920851470711405
14,W,P(H_1),0.9543070178943771,0.7907914852928859,0.20920851470711405
14,W,P(H_2),0.045343447556806055,0.7907914852928859,0.20920851470711405
14,W,P(H_3),3.494776676859291e-4,0.7907914852928859,0.20920851470711405
14,W,P(H_4),5.6881130808256474e-8,0.7907914852928859,0.20920851470711405
14,W,P(H_5),0,0.7907914852928859,0.20920851470711405
15,B,P(H_0),0,0.7930485632918187,0.20695143670818128
15,B,P(H_1),0.9654196188426889,0.7930485632918187,0.20695143670818128
15,B,P(H_2),0.034403593159589095,0.7930485632918187,0.20695143670818128
15,B,P(H_3),1.7677361184863686e-4,0.7930485632918187,0.20695143670818128
